#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Batt Voltage [V];Logger Status
$;00:08:01;11:29:25;11.09.2021;Y;06;48 42.76124 N;002 12.06085 E;0.207;0.3;;177.3;32.125;9.0;65649
$;00:08:03;11:29:27;11.09.2021;Y;06;48 42.76154 N;002 12.06084 E;0.520;0.9;;177.6;32.125;9.0;65649
$;00:08:05;11:29:29;11.09.2021;Y;06;48 42.76174 N;002 12.06088 E;0.314;0.5;;177.1;32.250;9.0;65649
$;00:08:07;11:29:31;11.09.2021;Y;06;48 42.76208 N;002 12.06093 E;0.246;0.4;;177.2;32.250;9.0;65649
$;00:08:09;11:29:33;11.09.2021;Y;06;48 42.76252 N;002 12.06107 E;0.104;0.1;;176.5;32.250;9.0;65649
$;00:08:11;11:29:35;11.09.2021;Y;06;48 42.76287 N;002 12.06117 E;0.335;0.6;;175.5;32.250;9.0;65649
$;00:08:13;11:29:37;11.09.2021;Y;06;48 42.76303 N;002 12.06106 E;0.253;0.4;;175.9;32.125;9.0;65649
$;00:08:15;11:29:39;11.09.2021;Y;06;48 42.76328 N;002 12.06107 E;0.793;1.4;;176.0;32.250;9.0;65649
$;00:08:17;11:29:41;11.09.2021;Y;06;48 42.76345 N;002 12.06117 E;0.591;1.0;;176.6;32.125;9.0;65649
$;00:08:19;11:29:43;11.09.2021;Y;06;48 42.76346 N;002 12.06130 E;0.089;0.1;;175.3;32.375;9.0;65649
$;00:08:21;11:29:45;11.09.2021;Y;06;48 42.76305 N;002 12.06251 E;0.437;0.8;;175.1;32.125;8.9;65649
$;00:08:23;11:29:47;11.09.2021;Y;06;48 42.76312 N;002 12.06262 E;0.237;0.4;;172.7;32.250;9.0;65649
$;00:08:25;11:29:49;11.09.2021;Y;06;48 42.76228 N;002 12.06181 E;0.341;0.6;;172.1;32.250;9.0;65649
$;00:08:27;11:29:51;11.09.2021;Y;06;48 42.76207 N;002 12.06214 E;1.299;2.4;;169.4;32.250;9.0;65649
$;00:08:29;11:29:53;11.09.2021;Y;06;48 42.76167 N;002 12.06181 E;0.266;0.4;;169.3;32.375;9.0;65649
$;00:08:31;11:29:55;11.09.2021;Y;06;48 42.76126 N;002 12.06179 E;0.248;0.4;;171.5;32.250;9.0;65649
$;00:08:33;11:29:57;11.09.2021;Y;06;48 42.76129 N;002 12.06202 E;0.142;0.2;;171.9;32.250;9.0;65649
$;00:08:35;11:29:59;11.09.2021;Y;06;48 42.76165 N;002 12.06230 E;0.144;0.2;;172.2;32.375;9.0;65649
$;00:08:37;11:30:01;11.09.2021;Y;06;48 42.76208 N;002 12.06227 E;0.590;1.0;;172.4;32.375;9.0;65649
$;00:08:39;11:30:03;11.09.2021;Y;06;48 42.76233 N;002 12.06188 E;0.365;0.6;;171.9;32.375;9.0;65649
$;00:08:41;11:30:05;11.09.2021;Y;06;48 42.76227 N;002 12.06141 E;0.382;0.7;;171.8;32.250;9.0;65649
$;00:08:43;11:30:07;11.09.2021;Y;06;48 42.76201 N;002 12.06106 E;0.151;0.2;;171.9;32.375;9.0;65649
$;00:08:45;11:30:09;11.09.2021;Y;06;48 42.76196 N;002 12.06059 E;0.377;0.6;;171.1;32.250;8.9;65649
$;00:08:47;11:30:11;11.09.2021;Y;06;48 42.76184 N;002 12.06075 E;0.352;0.6;;170.9;32.375;9.0;65649
$;00:08:49;11:30:13;11.09.2021;Y;06;48 42.76239 N;002 12.06072 E;0.929;1.7;;170.7;32.500;9.0;65649
$;00:08:51;11:30:15;11.09.2021;Y;06;48 42.76211 N;002 12.06039 E;0.525;0.9;;170.2;32.500;9.0;65649
$;00:08:53;11:30:17;11.09.2021;Y;06;48 42.76237 N;002 12.06042 E;0.177;0.3;;169.7;32.375;9.0;65649
$;00:08:55;11:30:19;11.09.2021;Y;06;48 42.76248 N;002 12.06023 E;0.104;0.1;;169.3;32.375;8.9;65649
$;00:08:57;11:30:21;11.09.2021;Y;06;48 42.76270 N;002 12.06005 E;0.420;0.7;;169.2;32.375;9.0;65649
$;00:08:59;11:30:23;11.09.2021;Y;06;48 42.76261 N;002 12.05969 E;0.341;0.6;;169.1;32.250;9.0;65649
$;00:09:01;11:30:25;11.09.2021;Y;06;48 42.76230 N;002 12.05939 E;0.158;0.2;;168.1;32.500;8.9;65649
$;00:09:03;11:30:27;11.09.2021;Y;06;48 42.76189 N;002 12.05916 E;0.129;0.2;;167.9;32.500;9.0;65649
$;00:09:05;11:30:29;11.09.2021;Y;06;48 42.76150 N;002 12.05875 E;0.106;0.1;;167.9;32.375;8.9;65649
$;00:09:07;11:30:31;11.09.2021;Y;06;48 42.76150 N;002 12.05850 E;0.260;0.4;;168.4;32.250;9.0;65649
$;00:09:09;11:30:33;11.09.2021;Y;06;48 42.76146 N;002 12.05822 E;0.213;0.3;;168.8;32.375;9.0;65649
$;00:09:11;11:30:35;11.09.2021;Y;06;48 42.76137 N;002 12.05807 E;0.226;0.4;;169.2;32.375;9.0;65649
$;00:09:13;11:30:37;11.09.2021;Y;06;48 42.76098 N;002 12.05801 E;0.968;1.7;;168.8;32.500;9.0;65649
$;00:09:15;11:30:39;11.09.2021;Y;06;48 42.76055 N;002 12.05786 E;0.156;0.2;;169.8;32.375;9.0;65649
$;00:09:17;11:30:41;11.09.2021;Y;06;48 42.76036 N;002 12.05759 E;0.220;0.4;;170.7;32.500;8.9;65649
$;00:09:19;11:30:43;11.09.2021;Y;06;48 42.76017 N;002 12.05758 E;0.269;0.4;;171.8;32.500;9.0;65649
$;00:09:21;11:30:45;11.09.2021;Y;06;48 42.76007 N;002 12.05791 E;0.346;0.6;;171.6;32.500;8.9;65649
$;00:09:23;11:30:47;11.09.2021;Y;06;48 42.76011 N;002 12.05797 E;0.421;0.7;;172.4;32.375;9.0;65649
$;00:09:25;11:30:49;11.09.2021;Y;06;48 42.76041 N;002 12.05827 E;0.422;0.7;;174.7;32.375;9.0;65649
$;00:09:27;11:30:51;11.09.2021;Y;06;48 42.76030 N;002 12.05840 E;0.565;1.0;;175.3;32.500;9.0;65649
$;00:09:29;11:30:53;11.09.2021;Y;07;48 42.76109 N;002 12.05842 E;0.456;0.8;;176.2;32.375;8.9;65649
$;00:09:31;11:30:55;11.09.2021;Y;07;48 42.76064 N;002 12.05789 E;0.320;0.5;;177.9;32.375;8.9;65649
$;00:09:33;11:30:57;11.09.2021;Y;07;48 42.76080 N;002 12.05824 E;0.637;1.1;;177.3;32.500;9.0;65649
$;00:09:35;11:30:59;11.09.2021;Y;07;48 42.75999 N;002 12.05828 E;0.234;0.4;;180.9;32.500;9.0;65649
$;00:09:37;11:31:01;11.09.2021;Y;07;48 42.75971 N;002 12.05834 E;0.207;0.3;;181.8;32.375;9.0;65649
$;00:09:39;11:31:03;11.09.2021;Y;07;48 42.75992 N;002 12.05869 E;0.383;0.7;;181.4;32.625;8.9;65649
$;00:09:41;11:31:05;11.09.2021;Y;07;48 42.76003 N;002 12.05873 E;0.280;0.5;;181.6;32.625;8.9;65649
$;00:09:43;11:31:07;11.09.2021;Y;07;48 42.75977 N;002 12.05852 E;0.252;0.4;;183.2;32.500;9.0;65649
$;00:09:45;11:31:09;11.09.2021;Y;07;48 42.75973 N;002 12.05879 E;0.518;0.9;;182.7;32.625;9.0;65649
$;00:09:47;11:31:11;11.09.2021;Y;07;48 42.75932 N;002 12.05870 E;0.208;0.3;;185.0;32.500;8.9;65649
$;00:09:49;11:31:13;11.09.2021;Y;07;48 42.75870 N;002 12.05855 E;0.226;0.4;;188.6;32.500;8.9;65649
$;00:09:51;11:31:15;11.09.2021;Y;07;48 42.75788 N;002 12.05840 E;0.297;0.5;;193.3;32.625;8.9;65649
$;00:09:53;11:31:17;11.09.2021;Y;07;48 42.75784 N;002 12.05840 E;0.208;0.3;;194.5;32.625;9.0;65649
$;00:09:55;11:31:19;11.09.2021;Y;07;48 42.75796 N;002 12.05836 E;0.092;0.1;;195.5;32.625;8.9;65649
$;00:09:57;11:31:21;11.09.2021;Y;07;48 42.75802 N;002 12.05810 E;0.538;0.9;;196.5;32.625;9.0;65649
$;00:09:59;11:31:23;11.09.2021;Y;07;48 42.75845 N;002 12.05826 E;0.624;1.1;;194.0;32.750;9.0;65649
$;00:10:01;11:31:25;11.09.2021;Y;07;48 42.75895 N;002 12.05857 E;0.676;1.2;;191.3;32.750;8.9;65649
$;00:10:03;11:31:27;11.09.2021;Y;07;48 42.75926 N;002 12.05909 E;0.181;0.3;;189.4;32.625;8.9;65649
$;00:10:05;11:31:29;11.09.2021;Y;07;48 42.75947 N;002 12.05895 E;0.172;0.3;;189.4;32.750;8.9;65649
$;00:10:07;11:31:31;11.09.2021;Y;07;48 42.76008 N;002 12.05941 E;0.116;0.2;;187.0;32.625;9.0;65649
$;00:10:09;11:31:33;11.09.2021;Y;07;48 42.76037 N;002 12.05975 E;0.281;0.5;;186.3;32.750;9.0;65649
$;00:10:11;11:31:35;11.09.2021;Y;07;48 42.76027 N;002 12.05933 E;0.068;0.1;;186.3;32.750;8.9;65649
$;00:10:13;11:31:37;11.09.2021;Y;07;48 42.76046 N;002 12.05913 E;0.143;0.2;;185.9;32.750;9.0;65649
$;00:10:15;11:31:39;11.09.2021;Y;07;48 42.76053 N;002 12.05864 E;0.625;1.1;;187.4;32.750;8.9;65649
$;00:10:17;11:31:41;11.09.2021;Y;07;48 42.75957 N;002 12.05841 E;0.409;0.7;;189.7;32.750;8.9;65649
$;00:10:19;11:31:43;11.09.2021;Y;07;48 42.75925 N;002 12.05833 E;0.507;0.9;;191.2;32.750;9.0;65649
$;00:10:21;11:31:45;11.09.2021;Y;07;48 42.75895 N;002 12.05829 E;0.587;1.0;;191.4;32.750;8.9;65649
$;00:10:23;11:31:47;11.09.2021;Y;07;48 42.75899 N;002 12.05849 E;0.104;0.1;;192.2;32.625;8.9;65649
$;00:10:25;11:31:49;11.09.2021;Y;07;48 42.75873 N;002 12.05841 E;0.234;0.4;;194.3;32.750;8.9;65649
$;00:10:27;11:31:51;11.09.2021;Y;07;48 42.75840 N;002 12.05813 E;0.132;0.2;;196.7;32.625;8.9;65649
$;00:10:29;11:31:53;11.09.2021;Y;07;48 42.75804 N;002 12.05784 E;0.565;1.0;;198.2;32.625;8.9;65649
$;00:10:31;11:31:55;11.09.2021;Y;07;48 42.75806 N;002 12.05743 E;0.244;0.4;;200.2;32.875;8.9;65649
$;00:10:33;11:31:57;11.09.2021;Y;07;48 42.75810 N;002 12.05734 E;0.273;0.5;;201.4;32.625;8.9;65649
$;00:10:35;11:31:59;11.09.2021;Y;07;48 42.75806 N;002 12.05716 E;0.135;0.2;;201.2;32.875;8.9;65649
$;00:10:37;11:32:01;11.09.2021;Y;07;48 42.75808 N;002 12.05709 E;0.322;0.5;;200.6;32.750;8.9;65649
$;00:10:39;11:32:03;11.09.2021;Y;07;48 42.75796 N;002 12.05693 E;0.244;0.4;;200.0;32.875;8.9;65649
$;00:10:41;11:32:05;11.09.2021;Y;07;48 42.75796 N;002 12.05734 E;0.125;0.2;;199.0;32.750;8.9;65649
$;00:10:43;11:32:07;11.09.2021;Y;07;48 42.75806 N;002 12.05766 E;0.149;0.2;;199.0;32.750;8.9;65649
$;00:10:45;11:32:09;11.09.2021;Y;07;48 42.75813 N;002 12.05768 E;0.261;0.4;;198.4;32.750;8.9;65649
$;00:10:47;11:32:11;11.09.2021;Y;07;48 42.75831 N;002 12.05760 E;0.067;0.1;;198.1;32.875;8.9;65649
$;00:10:49;11:32:13;11.09.2021;Y;07;48 42.75870 N;002 12.05664 E;0.361;0.6;;199.8;32.875;8.9;65649
$;00:10:51;11:32:15;11.09.2021;Y;07;48 42.75903 N;002 12.05657 E;0.318;0.5;;198.5;32.750;8.9;65649
$;00:10:53;11:32:17;11.09.2021;Y;07;48 42.75938 N;002 12.05666 E;0.087;0.1;;196.9;32.875;8.9;65649
$;00:10:55;11:32:19;11.09.2021;Y;07;48 42.75958 N;002 12.05691 E;0.405;0.7;;195.7;32.875;8.9;65649
$;00:10:57;11:32:21;11.09.2021;Y;07;48 42.75964 N;002 12.05721 E;0.305;0.5;;194.6;32.750;8.9;65649
$;00:10:59;11:32:23;11.09.2021;Y;07;48 42.75964 N;002 12.05721 E;0.211;0.3;;193.9;32.875;8.9;65649
$;00:11:01;11:32:25;11.09.2021;Y;07;48 42.75969 N;002 12.05724 E;0.191;0.3;;193.8;33.0;8.9;65649
$;00:11:03;11:32:27;11.09.2021;Y;07;48 42.75972 N;002 12.05729 E;0.168;0.3;;193.8;32.875;8.9;65649
$;00:11:05;11:32:29;11.09.2021;Y;07;48 42.76001 N;002 12.05780 E;0.793;1.4;;192.0;33.0;8.9;65649
$;00:11:07;11:32:31;11.09.2021;Y;07;48 42.76039 N;002 12.05810 E;0.431;0.7;;190.1;32.875;8.9;65649
$;00:11:09;11:32:33;11.09.2021;Y;07;48 42.76047 N;002 12.05833 E;0.186;0.3;;188.5;32.875;8.9;65649
$;00:11:11;11:32:35;11.09.2021;Y;07;48 42.76085 N;002 12.05851 E;0.477;0.8;;187.1;32.875;8.9;65649
$;00:11:13;11:32:37;11.09.2021;Y;07;48 42.76123 N;002 12.05860 E;0.291;0.5;;185.2;32.875;8.9;65649
$;00:11:15;11:32:39;11.09.2021;Y;07;48 42.76157 N;002 12.05888 E;0.317;0.5;;183.6;32.875;8.9;65649
$;00:11:17;11:32:41;11.09.2021;Y;07;48 42.76167 N;002 12.05918 E;0.272;0.5;;182.7;32.875;8.9;65649
$;00:11:19;11:32:43;11.09.2021;Y;07;48 42.76156 N;002 12.05955 E;0.190;0.3;;182.1;33.0;8.9;65649
$;00:11:21;11:32:45;11.09.2021;Y;07;48 42.76122 N;002 12.05933 E;0.361;0.6;;185.0;32.875;8.9;65649
$;00:11:23;11:32:47;11.09.2021;Y;07;48 42.76154 N;002 12.05968 E;0.199;0.3;;184.3;33.0;8.9;65649
$;00:11:25;11:32:49;11.09.2021;Y;07;48 42.76164 N;002 12.05985 E;0.624;1.1;;184.8;33.0;8.9;65649
$;00:11:27;11:32:51;11.09.2021;Y;07;48 42.76182 N;002 12.06003 E;0.553;1.0;;184.7;32.875;8.9;65649
$;00:11:29;11:32:53;11.09.2021;Y;07;48 42.76195 N;002 12.05988 E;0.185;0.3;;184.4;32.875;8.9;65649
$;00:11:31;11:32:55;11.09.2021;Y;07;48 42.76212 N;002 12.06009 E;0.206;0.3;;182.9;33.0;8.9;65649
$;00:11:33;11:32:57;11.09.2021;Y;07;48 42.76276 N;002 12.06061 E;0.068;0.1;;179.2;33.0;8.9;65649
$;00:11:35;11:32:59;11.09.2021;Y;07;48 42.76278 N;002 12.06054 E;0.243;0.4;;177.6;33.125;8.9;65649
$;00:11:37;11:33:01;11.09.2021;Y;07;48 42.76312 N;002 12.06107 E;0.204;0.3;;174.7;32.875;8.9;65649
$;00:11:39;11:33:03;11.09.2021;Y;07;48 42.76338 N;002 12.06126 E;0.230;0.4;;173.3;33.125;8.9;65649
$;00:11:41;11:33:05;11.09.2021;Y;07;48 42.76350 N;002 12.06128 E;0.114;0.2;;172.3;33.0;8.9;65649
$;00:11:43;11:33:07;11.09.2021;Y;07;48 42.76348 N;002 12.06117 E;0.087;0.1;;171.9;33.125;8.9;65649
$;00:11:45;11:33:09;11.09.2021;Y;07;48 42.76350 N;002 12.06099 E;0.313;0.5;;170.8;33.125;8.9;65649
$;00:11:47;11:33:11;11.09.2021;Y;07;48 42.76351 N;002 12.06082 E;0.183;0.3;;170.3;33.125;8.9;65649
$;00:11:49;11:33:13;11.09.2021;Y;07;48 42.76353 N;002 12.06068 E;0.225;0.4;;170.0;33.125;8.9;65649
$;00:11:51;11:33:15;11.09.2021;Y;07;48 42.76329 N;002 12.06067 E;1.119;2.0;;170.5;33.125;8.9;65649
$;00:11:53;11:33:17;11.09.2021;Y;07;48 42.76306 N;002 12.06046 E;0.221;0.4;;170.7;33.125;8.9;65649
$;00:11:55;11:33:19;11.09.2021;Y;07;48 42.76290 N;002 12.06031 E;0.677;1.2;;171.8;33.0;8.9;65649
$;00:11:57;11:33:21;11.09.2021;Y;07;48 42.76288 N;002 12.06054 E;0.149;0.2;;171.0;33.0;8.9;65649
$;00:11:59;11:33:23;11.09.2021;Y;07;48 42.76281 N;002 12.06061 E;0.518;0.9;;171.5;33.250;8.9;65649
$;00:12:01;11:33:25;11.09.2021;Y;07;48 42.76296 N;002 12.06067 E;1.146;2.1;;172.1;33.125;8.9;65649
$;00:12:03;11:33:27;11.09.2021;Y;07;48 42.76312 N;002 12.06073 E;0.420;0.7;;172.5;33.125;8.9;65649
$;00:12:05;11:33:29;11.09.2021;Y;07;48 42.76271 N;002 12.06048 E;0.273;0.5;;173.6;33.125;8.9;65649
$;00:12:07;11:33:31;11.09.2021;Y;07;48 42.76235 N;002 12.06061 E;0.162;0.3;;174.7;33.125;8.9;65649
$;00:12:09;11:33:33;11.09.2021;Y;07;48 42.76211 N;002 12.06011 E;0.148;0.2;;176.1;33.250;8.9;65649
$;00:12:11;11:33:35;11.09.2021;Y;07;48 42.76208 N;002 12.06029 E;0.285;0.5;;176.2;33.250;8.9;65649
$;00:12:13;11:33:37;11.09.2021;Y;07;48 42.76199 N;002 12.06039 E;0.169;0.3;;177.0;33.125;8.9;65649
$;00:12:15;11:33:39;11.09.2021;Y;07;48 42.76184 N;002 12.06024 E;0.209;0.3;;178.3;33.250;8.9;65649
$;00:12:17;11:33:41;11.09.2021;Y;07;48 42.76179 N;002 12.06024 E;0.046;0.0;;178.3;33.250;8.9;65649
$;00:12:19;11:33:43;11.09.2021;Y;07;48 42.76153 N;002 12.06007 E;0.462;0.8;;177.6;33.250;8.9;65649
$;00:12:21;11:33:45;11.09.2021;Y;07;48 42.76198 N;002 12.06068 E;0.277;0.5;;174.5;33.250;8.9;65649
$;00:12:23;11:33:47;11.09.2021;Y;07;48 42.76217 N;002 12.06052 E;0.270;0.5;;173.6;33.250;8.9;65649
$;00:12:25;11:33:49;11.09.2021;Y;07;48 42.76232 N;002 12.05999 E;0.983;1.8;;173.9;33.375;8.9;65649
$;00:12:27;11:33:51;11.09.2021;Y;07;48 42.76224 N;002 12.05944 E;0.495;0.9;;175.7;33.250;8.9;65649
$;00:12:29;11:33:53;11.09.2021;Y;07;48 42.76215 N;002 12.05915 E;0.313;0.5;;176.9;33.375;8.9;65649
$;00:12:31;11:33:55;11.09.2021;Y;07;48 42.76228 N;002 12.05997 E;0.642;1.1;;175.1;33.375;8.9;65649
$;00:12:33;11:33:57;11.09.2021;Y;07;48 42.76229 N;002 12.06000 E;0.305;0.5;;176.2;33.375;8.9;65649
$;00:12:35;11:33:59;11.09.2021;Y;07;48 42.76307 N;002 12.06063 E;0.383;0.7;;173.1;33.500;8.9;65649
$;00:12:37;11:34:01;11.09.2021;Y;07;48 42.76294 N;002 12.06026 E;1.848;3.4;227.40;173.9;33.250;8.9;65649
$;00:12:39;11:34:03;11.09.2021;Y;07;48 42.76313 N;002 12.05959 E;1.087;2.0;;173.3;33.375;8.9;65649
$;00:12:41;11:34:05;11.09.2021;Y;07;48 42.76338 N;002 12.05944 E;1.250;2.3;;173.2;33.375;8.9;65649
$;00:12:43;11:34:07;11.09.2021;Y;07;48 42.76425 N;002 12.06036 E;0.484;0.8;;170.8;33.250;8.9;65649
$;00:12:45;11:34:09;11.09.2021;Y;07;48 42.76416 N;002 12.06037 E;0.154;0.2;;170.0;33.375;8.9;65649
$;00:12:47;11:34:11;11.09.2021;Y;07;48 42.76430 N;002 12.06052 E;0.056;0.1;;169.2;33.375;8.9;65649
$;00:12:49;11:34:13;11.09.2021;Y;07;48 42.76408 N;002 12.06038 E;0.336;0.6;;169.4;33.375;8.9;65649
$;00:12:51;11:34:15;11.09.2021;Y;07;48 42.76378 N;002 12.06058 E;0.575;1.0;;170.2;33.250;8.9;65649
$;00:12:53;11:34:17;11.09.2021;Y;07;48 42.76371 N;002 12.06117 E;1.039;1.9;;169.3;33.375;8.9;65649
$;00:12:55;11:34:19;11.09.2021;Y;07;48 42.76365 N;002 12.06137 E;0.130;0.2;;169.5;33.500;8.9;65649
$;00:12:57;11:34:21;11.09.2021;Y;07;48 42.76346 N;002 12.06147 E;0.521;0.9;;170.3;33.500;8.9;65649
$;00:12:59;11:34:23;11.09.2021;Y;07;48 42.76356 N;002 12.06139 E;0.407;0.7;;170.1;33.250;8.9;65649
$;00:13:01;11:34:25;11.09.2021;Y;07;48 42.76330 N;002 12.06211 E;0.281;0.5;;169.4;33.500;8.9;65649
$;00:13:03;11:34:27;11.09.2021;Y;07;48 42.76334 N;002 12.06192 E;0.505;0.9;;169.4;33.375;8.9;65649
$;00:13:05;11:34:29;11.09.2021;Y;07;48 42.76340 N;002 12.06113 E;1.267;2.3;;168.9;33.500;8.9;65649
$;00:13:07;11:34:31;11.09.2021;Y;07;48 42.76341 N;002 12.06052 E;0.082;0.1;;169.1;33.500;8.9;65649
$;00:13:09;11:34:33;11.09.2021;Y;07;48 42.76401 N;002 12.06166 E;3.308;6.1;;169.6;33.500;8.9;65649
$;00:13:11;11:34:35;11.09.2021;Y;07;48 42.76414 N;002 12.06164 E;0.671;1.2;;172.5;33.500;8.9;65649
$;00:13:13;11:34:37;11.09.2021;Y;07;48 42.76435 N;002 12.06138 E;0.190;0.3;;173.5;33.375;8.9;65649
$;00:13:15;11:34:39;11.09.2021;Y;07;48 42.76446 N;002 12.06168 E;0.393;0.7;;174.1;33.625;8.9;65649
$;00:13:17;11:34:41;11.09.2021;Y;07;48 42.76721 N;002 12.06289 E;6.476;11.9;337.89;174.8;33.625;8.9;65649
$;00:13:19;11:34:43;11.09.2021;Y;07;48 42.76666 N;002 12.06271 E;0.775;1.4;;174.6;33.500;8.9;65649
$;00:13:21;11:34:45;11.09.2021;Y;07;48 42.76592 N;002 12.06281 E;0.306;0.5;;174.1;33.500;8.9;65649
$;00:13:23;11:34:47;11.09.2021;Y;07;48 42.76538 N;002 12.06255 E;0.237;0.4;;174.9;33.375;8.9;65649
$;00:13:25;11:34:49;11.09.2021;Y;07;48 42.76504 N;002 12.06285 E;0.248;0.4;;173.6;33.375;8.9;65649
$;00:13:27;11:34:51;11.09.2021;Y;07;48 42.76466 N;002 12.06289 E;0.437;0.8;;173.1;33.500;8.9;65649
$;00:13:29;11:34:53;11.09.2021;Y;07;48 42.76431 N;002 12.06280 E;0.082;0.1;;172.4;33.500;8.9;65649
$;00:13:31;11:34:55;11.09.2021;Y;07;48 42.76443 N;002 12.06290 E;0.119;0.2;;170.6;33.500;8.9;65649
$;00:13:33;11:34:57;11.09.2021;Y;07;48 42.76469 N;002 12.06268 E;0.024;0.0;;170.7;33.625;8.9;65649
$;00:13:35;11:34:59;11.09.2021;Y;07;48 42.76512 N;002 12.06302 E;1.945;3.6;6.18;168.8;33.500;8.9;65649
$;00:13:37;11:35:01;11.09.2021;Y;07;48 42.76520 N;002 12.06282 E;0.632;1.1;;167.7;33.500;8.9;65649
$;00:13:39;11:35:03;11.09.2021;Y;07;48 42.76457 N;002 12.06187 E;0.576;1.0;;168.1;33.500;8.9;65649
$;00:13:41;11:35:05;11.09.2021;Y;07;48 42.76470 N;002 12.06194 E;0.154;0.2;;166.9;33.500;8.9;65649
$;00:13:43;11:35:07;11.09.2021;Y;07;48 42.76512 N;002 12.06182 E;0.149;0.2;;167.7;33.625;8.9;65649
$;00:13:45;11:35:09;11.09.2021;Y;07;48 42.76556 N;002 12.06201 E;0.027;0.0;;167.3;33.500;8.9;65649
$;00:13:47;11:35:11;11.09.2021;Y;07;48 42.76593 N;002 12.06198 E;0.314;0.5;;167.9;33.500;8.9;65649
$;00:13:49;11:35:13;11.09.2021;Y;07;48 42.76584 N;002 12.06216 E;0.297;0.5;;166.4;33.500;8.9;65649
$;00:13:51;11:35:15;11.09.2021;Y;07;48 42.76561 N;002 12.06202 E;0.206;0.3;;165.1;33.500;8.9;65649
$;00:13:53;11:35:17;11.09.2021;Y;07;48 42.76539 N;002 12.06202 E;0.503;0.9;;164.6;33.625;8.9;65649
$;00:13:55;11:35:19;11.09.2021;Y;07;48 42.76510 N;002 12.06202 E;0.143;0.2;;164.7;33.625;8.9;65649
$;00:13:57;11:35:21;11.09.2021;Y;07;48 42.76456 N;002 12.06162 E;0.108;0.2;;166.3;33.625;8.9;65649
$;00:13:59;11:35:23;11.09.2021;Y;07;48 42.76429 N;002 12.06181 E;0.607;1.1;;166.3;33.500;8.9;65649
$;00:14:01;11:35:25;11.09.2021;Y;07;48 42.76418 N;002 12.06208 E;0.186;0.3;;166.2;33.625;8.9;65649
$;00:14:03;11:35:27;11.09.2021;Y;07;48 42.76408 N;002 12.06204 E;0.347;0.6;;166.0;33.625;8.9;65649
$;00:14:05;11:35:29;11.09.2021;Y;07;48 42.76343 N;002 12.06207 E;0.717;1.3;;167.9;33.500;8.9;65649
$;00:14:07;11:35:31;11.09.2021;Y;07;48 42.76331 N;002 12.06265 E;0.433;0.8;;167.6;33.625;8.9;65649
$;00:14:09;11:35:33;11.09.2021;Y;07;48 42.76331 N;002 12.06244 E;0.124;0.2;;167.9;33.625;8.9;65649
$;00:14:11;11:35:35;11.09.2021;Y;07;48 42.76321 N;002 12.06221 E;0.114;0.2;;168.4;33.625;8.9;65649
$;00:14:13;11:35:37;11.09.2021;Y;07;48 42.76341 N;002 12.06218 E;0.115;0.2;;168.0;33.750;8.9;65649
$;00:14:15;11:35:39;11.09.2021;Y;07;48 42.76361 N;002 12.06219 E;0.279;0.5;;167.6;33.625;8.9;65649
$;00:14:17;11:35:41;11.09.2021;Y;07;48 42.76334 N;002 12.06201 E;0.271;0.5;;169.7;33.625;8.9;65649
$;00:14:19;11:35:43;11.09.2021;Y;07;48 42.76345 N;002 12.06203 E;0.084;0.1;;169.7;33.625;8.9;65649
$;00:14:21;11:35:45;11.09.2021;Y;07;48 42.76338 N;002 12.06206 E;0.267;0.4;;169.9;33.750;8.9;65649
$;00:14:23;11:35:47;11.09.2021;Y;07;48 42.76350 N;002 12.06219 E;0.248;0.4;;170.8;33.625;8.9;65649
$;00:14:25;11:35:49;11.09.2021;Y;07;48 42.76337 N;002 12.06220 E;0.935;1.7;;171.0;33.750;8.9;65649
$;00:14:27;11:35:51;11.09.2021;Y;07;48 42.76299 N;002 12.06192 E;0.367;0.6;;172.4;33.625;8.9;65649
$;00:14:29;11:35:53;11.09.2021;Y;07;48 42.76308 N;002 12.06219 E;0.224;0.4;;172.5;33.750;8.9;65649
$;00:14:31;11:35:55;11.09.2021;Y;07;48 42.76287 N;002 12.06215 E;0.146;0.2;;173.6;33.750;8.9;65649
$;00:14:33;11:35:57;11.09.2021;Y;07;48 42.76229 N;002 12.06184 E;0.113;0.2;;176.9;33.750;8.9;65649
$;00:14:35;11:35:59;11.09.2021;Y;07;48 42.76215 N;002 12.06156 E;1.094;2.0;;176.8;33.625;8.9;65649
$;00:14:37;11:36:01;11.09.2021;Y;07;48 42.76204 N;002 12.06131 E;0.070;0.1;;177.2;33.625;8.9;65649
$;00:14:39;11:36:03;11.09.2021;Y;07;48 42.76161 N;002 12.06111 E;0.076;0.1;;179.2;33.750;8.9;65649
$;00:14:41;11:36:05;11.09.2021;Y;07;48 42.76106 N;002 12.06055 E;0.639;1.1;;181.8;33.750;8.9;65649
$;00:14:43;11:36:07;11.09.2021;Y;07;48 42.76153 N;002 12.06068 E;1.512;2.8;311.29;180.9;33.750;8.9;65649
$;00:14:45;11:36:09;11.09.2021;Y;07;48 42.76119 N;002 12.06062 E;0.371;0.6;;183.0;33.625;8.9;65649
$;00:14:47;11:36:11;11.09.2021;Y;07;48 42.76158 N;002 12.06084 E;0.528;0.9;;179.8;33.750;8.9;65649
